LSiSi/LNaNa,LSiSi/LHH,log_a,log_b
b,c,2.69,1.75
b,c,2.69,1.7599999999999998
b,c,2.69,1.77
b,c,2.69,1.7799999999999998
b,c,2.69,1.79
b,c,2.69,1.7999999999999998
b,c,2.69,1.81
b,c,2.69,1.8199999999999998
b,c,2.69,1.83
b,c,2.69,1.8399999999999999
b,c,2.69,1.85
b,c,2.69,1.8599999999999999
b,c,2.69,1.87
b,c,2.69,1.88
b,c,2.69,1.8900000000000001
b,c,2.69,1.9
b,c,2.69,1.9100000000000001
b,c,2.69,1.92
b,c,2.69,1.9300000000000002
b,c,2.69,1.94
b,c,2.69,1.9500000000000002
b,c,2.69,1.96
b,c,2.69,1.9700000000000002
b,c,2.69,1.98
b,c,2.69,1.9900000000000002
b,c,2.69,2.0
b,c,2.7,0.9299999999999999
b,c,2.7,0.94
b,c,2.7,0.95
b,c,2.7,0.96
b,c,2.7,0.97
b,c,2.7,0.98
b,c,2.7,0.99
b,c,2.7,1.0
b,c,2.7,1.0099999999999998
b,c,2.7,1.02
b,c,2.7,1.0299999999999998
b,c,2.7,1.04
b,c,2.7,1.0499999999999998
b,c,2.7,1.06
b,c,2.7,1.0699999999999998
b,c,2.7,1.08
b,c,2.7,1.0899999999999999
b,c,2.7,1.1
b,c,2.7,1.1099999999999999
b,c,2.7,1.12
b,c,2.7,1.13
b,c,2.7,1.1400000000000001
b,c,2.7,1.15
b,c,2.7,1.1600000000000001
b,c,2.7,1.17
b,c,2.7,1.1800000000000002
b,c,2.7,1.19
b,c,2.7,1.2000000000000002
b,c,2.7,1.21
b,c,2.7,1.2200000000000002
b,c,2.7,1.23
b,c,2.7,1.2400000000000002
b,c,2.7,1.25
b,c,2.7,1.2599999999999998
b,c,2.7,1.27
b,c,2.7,1.2799999999999998
b,c,2.7,1.29
b,c,2.7,1.2999999999999998
b,c,2.7,1.31
b,c,2.7,1.3199999999999998
b,c,2.7,1.33
b,c,2.7,1.3399999999999999
b,c,2.7,1.35
b,c,2.7,1.3599999999999999
b,c,2.7,1.37
b,c,2.7,1.38
b,c,2.7,1.3900000000000001
b,c,2.7,1.4
b,c,2.7,1.4100000000000001
b,c,2.7,1.42
b,c,2.7,1.4300000000000002
b,c,2.7,1.44
b,c,2.7,1.4500000000000002
b,c,2.7,1.46
b,c,2.7,1.4700000000000002
b,c,2.7,1.48
b,c,2.7,1.4900000000000002
b,c,2.7,1.5
b,c,2.7,1.5099999999999998
b,c,2.7,1.52
b,c,2.7,1.5299999999999998
b,c,2.7,1.54
b,c,2.7,1.5499999999999998
b,c,2.7,1.56
b,c,2.7,1.5699999999999998
b,c,2.7,1.58
b,c,2.7,1.5899999999999999
b,c,2.7,1.6
b,c,2.7,1.6099999999999999
b,c,2.7,1.62
b,c,2.7,1.63
b,c,2.7,1.6400000000000001
b,c,2.7,1.65
b,c,2.7,1.6600000000000001
b,c,2.7,1.67
b,c,2.7,1.6800000000000002
b,c,2.7,1.69
b,c,2.7,1.7000000000000002
b,c,2.7,1.71
b,c,2.7,1.7200000000000002
b,c,2.7,1.73
b,c,2.7,1.7400000000000002
b,c,2.7,1.75
b,c,2.7,1.7599999999999998
b,c,2.7,1.77
b,c,2.7,1.7799999999999998
b,c,2.7,1.79
b,c,2.7,1.7999999999999998
b,c,2.7,1.81
b,c,2.7,1.8199999999999998
b,c,2.7,1.83
b,c,2.7,1.8399999999999999
b,c,2.7,1.85
b,c,2.7,1.8599999999999999
b,c,2.7,1.87
b,c,2.7,1.88
b,c,2.7,1.8900000000000001
b,c,2.7,1.9
b,c,2.7,1.9100000000000001
b,c,2.7,1.92
b,c,2.7,1.9300000000000002
b,c,2.7,1.94
b,c,2.7,1.9500000000000002
b,c,2.7,1.96
b,c,2.7,1.9700000000000002
b,c,2.7,1.98
b,c,2.7,1.9900000000000002
b,c,2.7,2.0
b,c,2.71,0.9299999999999999
b,c,2.71,0.94
b,c,2.71,0.95
b,c,2.71,0.96
b,c,2.71,0.97
b,c,2.71,0.98
b,c,2.71,0.99
b,c,2.71,1.0
b,c,2.71,1.0099999999999998
b,c,2.71,1.02
b,c,2.71,1.0299999999999998
b,c,2.71,1.04
b,c,2.71,1.0499999999999998
b,c,2.71,1.06
b,c,2.71,1.0699999999999998
b,c,2.71,1.08
b,c,2.71,1.0899999999999999
b,c,2.71,1.1
b,c,2.71,1.1099999999999999
b,c,2.71,1.12
b,c,2.71,1.13
b,c,2.71,1.1400000000000001
b,c,2.71,1.15
b,c,2.71,1.1600000000000001
b,c,2.71,1.17
b,c,2.71,1.1800000000000002
b,c,2.71,1.19
b,c,2.71,1.2000000000000002
b,c,2.71,1.21
b,c,2.71,1.2200000000000002
b,c,2.71,1.23
b,c,2.71,1.2400000000000002
b,c,2.71,1.25
b,c,2.71,1.2599999999999998
b,c,2.71,1.27
b,c,2.71,1.2799999999999998
b,c,2.71,1.29
b,c,2.71,1.2999999999999998
b,c,2.71,1.31
b,c,2.71,1.3199999999999998
b,c,2.71,1.33
b,c,2.71,1.3399999999999999
b,c,2.71,1.35
b,c,2.71,1.3599999999999999
b,c,2.71,1.37
b,c,2.71,1.38
b,c,2.71,1.3900000000000001
b,c,2.71,1.4
b,c,2.71,1.4100000000000001
b,c,2.71,1.42
b,c,2.71,1.4300000000000002
b,c,2.71,1.44
b,c,2.71,1.4500000000000002
b,c,2.71,1.46
b,c,2.71,1.4700000000000002
b,c,2.71,1.48
b,c,2.71,1.4900000000000002
b,c,2.71,1.5
b,c,2.71,1.5099999999999998
b,c,2.71,1.52
b,c,2.71,1.5299999999999998
b,c,2.71,1.54
b,c,2.71,1.5499999999999998
b,c,2.71,1.56
b,c,2.71,1.5699999999999998
b,c,2.71,1.58
b,c,2.71,1.5899999999999999
b,c,2.71,1.6
b,c,2.71,1.6099999999999999
b,c,2.71,1.62
b,c,2.71,1.63
b,c,2.71,1.6400000000000001
b,c,2.71,1.65
b,c,2.71,1.6600000000000001
b,c,2.71,1.67
b,c,2.71,1.6800000000000002
b,c,2.71,1.69
b,c,2.71,1.7000000000000002
b,c,2.71,1.71
b,c,2.71,1.7200000000000002
b,c,2.71,1.73
b,c,2.71,1.7400000000000002
b,c,2.71,1.75
b,c,2.71,1.7599999999999998
b,c,2.71,1.77
b,c,2.71,1.7799999999999998
b,c,2.71,1.79
b,c,2.71,1.7999999999999998
b,c,2.71,1.81
b,c,2.71,1.8199999999999998
b,c,2.71,1.83
b,c,2.71,1.8399999999999999
b,c,2.71,1.85
b,c,2.71,1.8599999999999999
b,c,2.71,1.87
b,c,2.71,1.88
b,c,2.71,1.8900000000000001
b,c,2.71,1.9
b,c,2.71,1.9100000000000001
b,c,2.71,1.92
b,c,2.71,1.9300000000000002
b,c,2.71,1.94
b,c,2.71,1.9500000000000002
b,c,2.71,1.96
b,c,2.71,1.9700000000000002
b,c,2.71,1.98
b,c,2.71,1.9900000000000002
b,c,2.71,2.0
b,c,2.72,0.9299999999999999
b,c,2.72,0.94
b,c,2.72,0.95
b,c,2.72,0.96
b,c,2.72,0.97
b,c,2.72,0.98
b,c,2.72,0.99
b,c,2.72,1.0
b,c,2.72,1.0099999999999998
b,c,2.72,1.02
b,c,2.72,1.0299999999999998
b,c,2.72,1.04
b,c,2.72,1.0499999999999998
b,c,2.72,1.06
b,c,2.72,1.0699999999999998
b,c,2.72,1.08
b,c,2.72,1.0899999999999999
b,c,2.72,1.1
b,c,2.72,1.1099999999999999
b,c,2.72,1.12
b,c,2.72,1.13
b,c,2.72,1.1400000000000001
b,c,2.72,1.15
b,c,2.72,1.1600000000000001
b,c,2.72,1.17
b,c,2.72,1.1800000000000002
b,c,2.72,1.19
b,c,2.72,1.2000000000000002
b,c,2.72,1.21
b,c,2.72,1.2200000000000002
b,c,2.72,1.23
b,c,2.72,1.2400000000000002
b,c,2.72,1.25
b,c,2.72,1.2599999999999998
b,c,2.72,1.27
b,c,2.72,1.2799999999999998
b,c,2.72,1.29
b,c,2.72,1.2999999999999998
b,c,2.72,1.31
b,c,2.72,1.3199999999999998
b,c,2.72,1.33
b,c,2.72,1.3399999999999999
b,c,2.72,1.35
b,c,2.72,1.3599999999999999
b,c,2.72,1.37
b,c,2.72,1.38
b,c,2.72,1.3900000000000001
b,c,2.72,1.4
b,c,2.72,1.4100000000000001
b,c,2.72,1.42
b,c,2.72,1.4300000000000002
b,c,2.72,1.44
b,c,2.72,1.4500000000000002
b,c,2.72,1.46
b,c,2.72,1.4700000000000002
b,c,2.72,1.48
b,c,2.72,1.4900000000000002
b,c,2.72,1.5
b,c,2.72,1.5099999999999998
b,c,2.72,1.52
b,c,2.72,1.5299999999999998
b,c,2.72,1.54
b,c,2.72,1.5499999999999998
b,c,2.72,1.56
b,c,2.72,1.5699999999999998
b,c,2.72,1.58
b,c,2.72,1.5899999999999999
b,c,2.72,1.6
b,c,2.72,1.6099999999999999
b,c,2.72,1.62
b,c,2.72,1.63
b,c,2.72,1.6400000000000001
b,c,2.72,1.65
b,c,2.72,1.6600000000000001
b,c,2.72,1.67
b,c,2.72,1.6800000000000002
b,c,2.72,1.69
b,c,2.72,1.7000000000000002
b,c,2.72,1.71
b,c,2.72,1.7200000000000002
b,c,2.72,1.73
b,c,2.72,1.7400000000000002
b,c,2.72,1.75
b,c,2.72,1.7599999999999998
b,c,2.72,1.77
b,c,2.72,1.7799999999999998
b,c,2.72,1.79
b,c,2.72,1.7999999999999998
b,c,2.72,1.81
b,c,2.72,1.8199999999999998
b,c,2.72,1.83
b,c,2.72,1.8399999999999999
b,c,2.72,1.85
b,c,2.72,1.8599999999999999
b,c,2.72,1.87
b,c,2.72,1.88
b,c,2.72,1.8900000000000001
b,c,2.72,1.9
b,c,2.72,1.9100000000000001
b,c,2.72,1.92
b,c,2.72,1.9300000000000002
b,c,2.72,1.94
b,c,2.72,1.9500000000000002
b,c,2.72,1.96
b,c,2.72,1.9700000000000002
b,c,2.72,1.98
b,c,2.72,1.9900000000000002
b,c,2.72,2.0
b,c,2.73,0.9199999999999999
b,c,2.73,0.9299999999999999
b,c,2.73,0.94
b,c,2.73,0.95
b,c,2.73,0.96
b,c,2.73,0.97
b,c,2.73,0.98
b,c,2.73,0.99
b,c,2.73,1.0
b,c,2.73,1.0099999999999998
b,c,2.73,1.02
b,c,2.73,1.0299999999999998
b,c,2.73,1.04
b,c,2.73,1.0499999999999998
b,c,2.73,1.06
b,c,2.73,1.0699999999999998
b,c,2.73,1.08
b,c,2.73,1.0899999999999999
b,c,2.73,1.1
b,c,2.73,1.1099999999999999
b,c,2.73,1.12
b,c,2.73,1.13
b,c,2.73,1.1400000000000001
b,c,2.73,1.15
b,c,2.73,1.1600000000000001
b,c,2.73,1.17
b,c,2.73,1.1800000000000002
b,c,2.73,1.19
b,c,2.73,1.2000000000000002
b,c,2.73,1.21
b,c,2.73,1.2200000000000002
b,c,2.73,1.23
b,c,2.73,1.2400000000000002
b,c,2.73,1.25
b,c,2.73,1.2599999999999998
b,c,2.73,1.27
b,c,2.73,1.2799999999999998
b,c,2.73,1.29
b,c,2.73,1.2999999999999998
b,c,2.73,1.31
b,c,2.73,1.3199999999999998
b,c,2.73,1.33
b,c,2.73,1.3399999999999999
b,c,2.73,1.35
b,c,2.73,1.3599999999999999
b,c,2.73,1.37
b,c,2.73,1.38
b,c,2.73,1.3900000000000001
b,c,2.73,1.4
b,c,2.73,1.4100000000000001
b,c,2.73,1.42
b,c,2.73,1.4300000000000002
b,c,2.73,1.44
b,c,2.73,1.4500000000000002
b,c,2.73,1.46
b,c,2.73,1.4700000000000002
b,c,2.73,1.48
b,c,2.73,1.4900000000000002
b,c,2.73,1.5
b,c,2.73,1.5099999999999998
b,c,2.73,1.52
b,c,2.73,1.5299999999999998
b,c,2.73,1.54
b,c,2.73,1.5499999999999998
b,c,2.73,1.56
b,c,2.73,1.5699999999999998
b,c,2.73,1.58
b,c,2.73,1.5899999999999999
b,c,2.73,1.6
b,c,2.73,1.6099999999999999
b,c,2.73,1.62
b,c,2.73,1.63
b,c,2.73,1.6400000000000001
b,c,2.73,1.65
b,c,2.73,1.6600000000000001
b,c,2.73,1.67
b,c,2.73,1.6800000000000002
b,c,2.73,1.69
b,c,2.73,1.7000000000000002
b,c,2.73,1.71
b,c,2.73,1.7200000000000002
b,c,2.73,1.73
b,c,2.73,1.7400000000000002
b,c,2.73,1.75
b,c,2.73,1.7599999999999998
b,c,2.73,1.77
b,c,2.73,1.7799999999999998
b,c,2.73,1.79
b,c,2.73,1.7999999999999998
b,c,2.73,1.81
b,c,2.73,1.8199999999999998
b,c,2.73,1.83
b,c,2.73,1.8399999999999999
b,c,2.73,1.85
b,c,2.73,1.8599999999999999
b,c,2.73,1.87
b,c,2.73,1.88
b,c,2.73,1.8900000000000001
b,c,2.73,1.9
b,c,2.73,1.9100000000000001
b,c,2.73,1.92
b,c,2.73,1.9300000000000002
b,c,2.73,1.94
b,c,2.73,1.9500000000000002
b,c,2.73,1.96
b,c,2.73,1.9700000000000002
b,c,2.73,1.98
b,c,2.73,1.9900000000000002
b,c,2.73,2.0
b,c,2.74,0.9199999999999999
b,c,2.74,0.9299999999999999
b,c,2.74,0.94
b,c,2.74,0.95
b,c,2.74,0.96
b,c,2.74,0.97
b,c,2.74,0.98
b,c,2.74,0.99
b,c,2.74,1.0
b,c,2.74,1.0099999999999998
b,c,2.74,1.02
b,c,2.74,1.0299999999999998
b,c,2.74,1.04
b,c,2.74,1.0499999999999998
b,c,2.74,1.06
b,c,2.74,1.0699999999999998
b,c,2.74,1.08
b,c,2.74,1.0899999999999999
b,c,2.74,1.1
b,c,2.74,1.1099999999999999
b,c,2.74,1.12
b,c,2.74,1.13
b,c,2.74,1.1400000000000001
b,c,2.74,1.15
b,c,2.74,1.1600000000000001
b,c,2.74,1.17
b,c,2.74,1.1800000000000002
b,c,2.74,1.19
b,c,2.74,1.2000000000000002
b,c,2.74,1.21
b,c,2.74,1.2200000000000002
b,c,2.74,1.23
b,c,2.74,1.2400000000000002
b,c,2.74,1.25
b,c,2.74,1.2599999999999998
b,c,2.74,1.27
b,c,2.74,1.2799999999999998
b,c,2.74,1.29
b,c,2.74,1.2999999999999998
b,c,2.74,1.31
b,c,2.74,1.3199999999999998
b,c,2.74,1.33
b,c,2.74,1.3399999999999999
b,c,2.74,1.35
b,c,2.74,1.3599999999999999
b,c,2.74,1.37
b,c,2.74,1.38
b,c,2.74,1.3900000000000001
b,c,2.74,1.4
b,c,2.74,1.4100000000000001
b,c,2.74,1.42
b,c,2.74,1.4300000000000002
b,c,2.74,1.44
b,c,2.74,1.4500000000000002
b,c,2.74,1.46
b,c,2.74,1.4700000000000002
b,c,2.74,1.48
b,c,2.74,1.4900000000000002
b,c,2.74,1.5
b,c,2.74,1.5099999999999998
b,c,2.74,1.52
b,c,2.74,1.5299999999999998
b,c,2.74,1.54
b,c,2.74,1.5499999999999998
b,c,2.74,1.56
b,c,2.74,1.5699999999999998
b,c,2.74,1.58
b,c,2.74,1.5899999999999999
b,c,2.74,1.6
b,c,2.74,1.6099999999999999
b,c,2.74,1.62
b,c,2.74,1.63
b,c,2.74,1.6400000000000001
b,c,2.74,1.65
b,c,2.74,1.6600000000000001
b,c,2.74,1.67
b,c,2.74,1.6800000000000002
b,c,2.74,1.69
b,c,2.74,1.7000000000000002
b,c,2.74,1.71
b,c,2.74,1.7200000000000002
b,c,2.74,1.73
b,c,2.74,1.7400000000000002
b,c,2.74,1.75
b,c,2.74,1.7599999999999998
b,c,2.74,1.77
b,c,2.74,1.7799999999999998
b,c,2.74,1.79
b,c,2.74,1.7999999999999998
b,c,2.74,1.81
b,c,2.74,1.8199999999999998
b,c,2.74,1.83
b,c,2.74,1.8399999999999999
b,c,2.74,1.85
b,c,2.74,1.8599999999999999
b,c,2.74,1.87
b,c,2.74,1.88
b,c,2.74,1.8900000000000001
b,c,2.74,1.9
b,c,2.74,1.9100000000000001
b,c,2.74,1.92
b,c,2.74,1.9300000000000002
b,c,2.74,1.94
b,c,2.74,1.9500000000000002
b,c,2.74,1.96
b,c,2.74,1.9700000000000002
b,c,2.74,1.98
b,c,2.74,1.9900000000000002
b,c,2.74,2.0
b,c,2.75,0.9199999999999999
b,c,2.75,0.9299999999999999
b,c,2.75,0.94
b,c,2.75,0.95
b,c,2.75,0.96
b,c,2.75,0.97
b,c,2.75,0.98
b,c,2.75,0.99
b,c,2.75,1.0
b,c,2.75,1.0099999999999998
b,c,2.75,1.02
b,c,2.75,1.0299999999999998
b,c,2.75,1.04
b,c,2.75,1.0499999999999998
b,c,2.75,1.06
b,c,2.75,1.0699999999999998
b,c,2.75,1.08
b,c,2.75,1.0899999999999999
b,c,2.75,1.1
b,c,2.75,1.1099999999999999
b,c,2.75,1.12
b,c,2.75,1.13
b,c,2.75,1.1400000000000001
b,c,2.75,1.15
b,c,2.75,1.1600000000000001
b,c,2.75,1.17
b,c,2.75,1.1800000000000002
b,c,2.75,1.19
b,c,2.75,1.2000000000000002
b,c,2.75,1.21
b,c,2.75,1.2200000000000002
b,c,2.75,1.23
b,c,2.75,1.2400000000000002
b,c,2.75,1.25
b,c,2.75,1.2599999999999998
b,c,2.75,1.27
b,c,2.75,1.2799999999999998
b,c,2.75,1.29
b,c,2.75,1.2999999999999998
b,c,2.75,1.31
b,c,2.75,1.3199999999999998
b,c,2.75,1.33
b,c,2.75,1.3399999999999999
b,c,2.75,1.35
b,c,2.75,1.3599999999999999
b,c,2.75,1.37
b,c,2.75,1.38
b,c,2.75,1.3900000000000001
b,c,2.75,1.4
b,c,2.75,1.4100000000000001
b,c,2.75,1.42
b,c,2.75,1.4300000000000002
b,c,2.75,1.44
b,c,2.75,1.4500000000000002
b,c,2.75,1.46
b,c,2.75,1.4700000000000002
b,c,2.75,1.48
b,c,2.75,1.4900000000000002
b,c,2.75,1.5
b,c,2.75,1.5099999999999998
b,c,2.75,1.52
b,c,2.75,1.5299999999999998
b,c,2.75,1.54
b,c,2.75,1.5499999999999998
b,c,2.75,1.56
b,c,2.75,1.5699999999999998
b,c,2.75,1.58
b,c,2.75,1.5899999999999999
b,c,2.75,1.6
b,c,2.75,1.6099999999999999
b,c,2.75,1.62
b,c,2.75,1.63
b,c,2.75,1.6400000000000001
b,c,2.75,1.65
b,c,2.75,1.6600000000000001
b,c,2.75,1.67
b,c,2.75,1.6800000000000002
b,c,2.75,1.69
b,c,2.75,1.7000000000000002
b,c,2.75,1.71
b,c,2.75,1.7200000000000002
b,c,2.75,1.73
b,c,2.75,1.7400000000000002
b,c,2.75,1.75
b,c,2.75,1.7599999999999998
b,c,2.75,1.77
b,c,2.75,1.7799999999999998
b,c,2.75,1.79
b,c,2.75,1.7999999999999998
b,c,2.75,1.81
b,c,2.75,1.8199999999999998
b,c,2.75,1.83
b,c,2.75,1.8399999999999999
b,c,2.75,1.85
b,c,2.75,1.8599999999999999
b,c,2.75,1.87
b,c,2.75,1.88
b,c,2.75,1.8900000000000001
b,c,2.75,1.9
b,c,2.75,1.9100000000000001
b,c,2.75,1.92
b,c,2.75,1.9300000000000002
b,c,2.75,1.94
b,c,2.75,1.9500000000000002
b,c,2.75,1.96
b,c,2.75,1.9700000000000002
b,c,2.75,1.98
b,c,2.75,1.9900000000000002
b,c,2.75,2.0
b,c,2.76,0.9199999999999999
b,c,2.76,0.9299999999999999
b,c,2.76,0.94
b,c,2.76,0.95
b,c,2.76,0.96
b,c,2.76,0.97
b,c,2.76,0.98
b,c,2.76,0.99
b,c,2.76,1.0
b,c,2.76,1.0099999999999998
b,c,2.76,1.02
b,c,2.76,1.0299999999999998
b,c,2.76,1.04
b,c,2.76,1.0499999999999998
b,c,2.76,1.06
b,c,2.76,1.0699999999999998
b,c,2.76,1.08
b,c,2.76,1.0899999999999999
b,c,2.76,1.1
b,c,2.76,1.1099999999999999
b,c,2.76,1.12
b,c,2.76,1.13
b,c,2.76,1.1400000000000001
b,c,2.76,1.15
b,c,2.76,1.1600000000000001
b,c,2.76,1.17
b,c,2.76,1.1800000000000002
b,c,2.76,1.19
b,c,2.76,1.2000000000000002
b,c,2.76,1.21
b,c,2.76,1.2200000000000002
b,c,2.76,1.23
b,c,2.76,1.2400000000000002
b,c,2.76,1.25
b,c,2.76,1.2599999999999998
b,c,2.76,1.27
b,c,2.76,1.2799999999999998
b,c,2.76,1.29
b,c,2.76,1.2999999999999998
b,c,2.76,1.31
b,c,2.76,1.3199999999999998
b,c,2.76,1.33
b,c,2.76,1.3399999999999999
b,c,2.76,1.35
b,c,2.76,1.3599999999999999
b,c,2.76,1.37
b,c,2.76,1.38
b,c,2.76,1.3900000000000001
b,c,2.76,1.4
b,c,2.76,1.4100000000000001
b,c,2.76,1.42
b,c,2.76,1.4300000000000002
b,c,2.76,1.44
b,c,2.76,1.4500000000000002
b,c,2.76,1.46
b,c,2.76,1.4700000000000002
b,c,2.76,1.48
b,c,2.76,1.4900000000000002
b,c,2.76,1.5
b,c,2.76,1.5099999999999998
b,c,2.76,1.52
b,c,2.76,1.5299999999999998
b,c,2.76,1.54
b,c,2.76,1.5499999999999998
b,c,2.76,1.56
b,c,2.76,1.5699999999999998
b,c,2.76,1.58
b,c,2.76,1.5899999999999999
b,c,2.76,1.6
b,c,2.76,1.6099999999999999
b,c,2.76,1.62
b,c,2.76,1.63
b,c,2.76,1.6400000000000001
b,c,2.76,1.65
b,c,2.76,1.6600000000000001
b,c,2.76,1.67
b,c,2.76,1.6800000000000002
b,c,2.76,1.69
b,c,2.76,1.7000000000000002
b,c,2.76,1.71
b,c,2.76,1.7200000000000002
b,c,2.76,1.73
b,c,2.76,1.7400000000000002
b,c,2.76,1.75
b,c,2.76,1.7599999999999998
b,c,2.76,1.77
b,c,2.76,1.7799999999999998
b,c,2.76,1.79
b,c,2.76,1.7999999999999998
b,c,2.76,1.81
b,c,2.76,1.8199999999999998
b,c,2.76,1.83
b,c,2.76,1.8399999999999999
b,c,2.76,1.85
b,c,2.76,1.8599999999999999
b,c,2.76,1.87
b,c,2.76,1.88
b,c,2.76,1.8900000000000001
b,c,2.76,1.9
b,c,2.76,1.9100000000000001
b,c,2.76,1.92
b,c,2.76,1.9300000000000002
b,c,2.76,1.94
b,c,2.76,1.9500000000000002
b,c,2.76,1.96
b,c,2.76,1.9700000000000002
b,c,2.76,1.98
b,c,2.76,1.9900000000000002
b,c,2.76,2.0
b,c,2.77,0.9199999999999999
b,c,2.77,0.9299999999999999
b,c,2.77,0.94
b,c,2.77,0.95
b,c,2.77,0.96
b,c,2.77,0.97
b,c,2.77,0.98
b,c,2.77,0.99
b,c,2.77,1.0
b,c,2.77,1.0099999999999998
b,c,2.77,1.02
b,c,2.77,1.0299999999999998
b,c,2.77,1.04
b,c,2.77,1.0499999999999998
b,c,2.77,1.06
b,c,2.77,1.0699999999999998
b,c,2.77,1.08
b,c,2.77,1.0899999999999999
b,c,2.77,1.1
b,c,2.77,1.1099999999999999
b,c,2.77,1.12
b,c,2.77,1.13
b,c,2.77,1.1400000000000001
b,c,2.77,1.15
b,c,2.77,1.1600000000000001
b,c,2.77,1.17
b,c,2.77,1.1800000000000002
b,c,2.77,1.19
b,c,2.77,1.2000000000000002
b,c,2.77,1.21
b,c,2.77,1.2200000000000002
b,c,2.77,1.23
b,c,2.77,1.2400000000000002
b,c,2.77,1.25
b,c,2.77,1.2599999999999998
b,c,2.77,1.27
b,c,2.77,1.2799999999999998
b,c,2.77,1.29
b,c,2.77,1.2999999999999998
b,c,2.77,1.31
b,c,2.77,1.3199999999999998
b,c,2.77,1.33
b,c,2.77,1.3399999999999999
b,c,2.77,1.35
b,c,2.77,1.3599999999999999
b,c,2.77,1.37
b,c,2.77,1.38
b,c,2.77,1.3900000000000001
b,c,2.77,1.4
b,c,2.77,1.4100000000000001
b,c,2.77,1.42
b,c,2.77,1.4300000000000002
b,c,2.77,1.44
b,c,2.77,1.4500000000000002
b,c,2.77,1.46
b,c,2.77,1.4700000000000002
b,c,2.77,1.48
b,c,2.77,1.4900000000000002
b,c,2.77,1.5
b,c,2.77,1.5099999999999998
b,c,2.77,1.52
b,c,2.77,1.5299999999999998
b,c,2.77,1.54
b,c,2.77,1.5499999999999998
b,c,2.77,1.56
b,c,2.77,1.5699999999999998
b,c,2.77,1.58
b,c,2.77,1.5899999999999999
b,c,2.77,1.6
b,c,2.77,1.6099999999999999
b,c,2.77,1.62
b,c,2.77,1.63
b,c,2.77,1.6400000000000001
b,c,2.77,1.65
b,c,2.77,1.6600000000000001
b,c,2.77,1.67
b,c,2.77,1.6800000000000002
b,c,2.77,1.69
b,c,2.77,1.7000000000000002
b,c,2.77,1.71
b,c,2.77,1.7200000000000002
b,c,2.77,1.73
b,c,2.77,1.7400000000000002
b,c,2.77,1.75
b,c,2.77,1.7599999999999998
b,c,2.77,1.77
b,c,2.77,1.7799999999999998
b,c,2.77,1.79
b,c,2.77,1.7999999999999998
b,c,2.77,1.81
b,c,2.77,1.8199999999999998
b,c,2.77,1.83
b,c,2.77,1.8399999999999999
b,c,2.77,1.85
b,c,2.77,1.8599999999999999
b,c,2.77,1.87
b,c,2.77,1.88
b,c,2.77,1.8900000000000001
b,c,2.77,1.9
b,c,2.77,1.9100000000000001
b,c,2.77,1.92
b,c,2.77,1.9300000000000002
b,c,2.77,1.94
b,c,2.77,1.9500000000000002
b,c,2.77,1.96
b,c,2.77,1.9700000000000002
b,c,2.77,1.98
b,c,2.77,1.9900000000000002
b,c,2.77,2.0
b,c,2.78,0.9199999999999999
b,c,2.78,0.9299999999999999
b,c,2.78,0.94
b,c,2.78,0.95
b,c,2.78,0.96
b,c,2.78,0.97
b,c,2.78,0.98
b,c,2.78,0.99
b,c,2.78,1.0
b,c,2.78,1.0099999999999998
b,c,2.78,1.02
b,c,2.78,1.0299999999999998
b,c,2.78,1.04
b,c,2.78,1.0499999999999998
b,c,2.78,1.06
b,c,2.78,1.0699999999999998
b,c,2.78,1.08
b,c,2.78,1.0899999999999999
b,c,2.78,1.1
b,c,2.78,1.1099999999999999
b,c,2.78,1.12
b,c,2.78,1.13
b,c,2.78,1.1400000000000001
b,c,2.78,1.15
b,c,2.78,1.1600000000000001
b,c,2.78,1.17
b,c,2.78,1.1800000000000002
b,c,2.78,1.19
b,c,2.78,1.2000000000000002
b,c,2.78,1.21
b,c,2.78,1.2200000000000002
b,c,2.78,1.23
b,c,2.78,1.2400000000000002
b,c,2.78,1.25
b,c,2.78,1.2599999999999998
b,c,2.78,1.27
b,c,2.78,1.2799999999999998
b,c,2.78,1.29
b,c,2.78,1.2999999999999998
b,c,2.78,1.31
b,c,2.78,1.3199999999999998
b,c,2.78,1.33
b,c,2.78,1.3399999999999999
b,c,2.78,1.35
b,c,2.78,1.3599999999999999
b,c,2.78,1.37
b,c,2.78,1.38
b,c,2.78,1.3900000000000001
b,c,2.78,1.4
b,c,2.78,1.4100000000000001
b,c,2.78,1.42
b,c,2.78,1.4300000000000002
b,c,2.78,1.44
b,c,2.78,1.4500000000000002
b,c,2.78,1.46
b,c,2.78,1.4700000000000002
b,c,2.78,1.48
b,c,2.78,1.4900000000000002
b,c,2.78,1.5
b,c,2.78,1.5099999999999998
b,c,2.78,1.52
b,c,2.78,1.5299999999999998
b,c,2.78,1.54
b,c,2.78,1.5499999999999998
b,c,2.78,1.56
b,c,2.78,1.5699999999999998
b,c,2.78,1.58
b,c,2.78,1.5899999999999999
b,c,2.78,1.6
b,c,2.78,1.6099999999999999
b,c,2.78,1.62
b,c,2.78,1.63
b,c,2.78,1.6400000000000001
b,c,2.78,1.65
b,c,2.78,1.6600000000000001
b,c,2.78,1.67
b,c,2.78,1.6800000000000002
b,c,2.78,1.69
b,c,2.78,1.7000000000000002
b,c,2.78,1.71
b,c,2.78,1.7200000000000002
b,c,2.78,1.73
